,Symbol,Name,Industry,IndustryCode
2985,LQDA,Liquidia Corp,생명과학 및 메디컬 리서치,562020
2986,ODT,Odonate Therapeutics Inc,제약,562010
2987,FRAF,Franklin Financial Services Corp,은행,551010
2988,OFS,OFS Capital Corp,다양한 금융서비스,555010
2989,EUCRU,Eucrates Biomedical Acquisition Corp.,기타 금융업,556010
2990,NMMCU,North Mountain Merger Corp,기타 금융업,556010
2991,FCRD,First Eagle Alternative Capital BDC Inc,다양한 금융서비스,555010
2992,UBFO,United Security Bancshares,은행,551010
2993,JYAC,Jiya Acquisition Corp Class A,기타 금융업,556010
2994,EUCR,Eucrates Biomedical Acquisition Corp.,기타 금융업,556010
2995,SLGG,Super League Gaming  Inc.,소프트웨어 및 IT서비스,572010
2996,SAL,Salisbury Bancorp Inc,은행,551010
2997,DDMXU,DD3 Acquisition Corp II Unit,기타 금융업,556010
2998,ULBI,Ultralife Corp,"건설장비 및 대형차, 기차, 배",521020
2999,OFED,Oconee Federal Financial Corp,은행,551010
3000,AMAO,American Acquisition Opportunity Inc Class A,기타 금융업,556010
3001,GAME,Engine Media Holdings Inc,소프트웨어 및 IT서비스,572010
3002,OTRA,OTR Acquisition Corp Class A,기타 금융업,556010
3003,SANW,S&W Seed Co,식품 및 담배,541020
3004,MBINO,Merchants Bancorp ADR,은행,551010
3005,IMRA,Imara Inc,생명과학 및 메디컬 리서치,562020
3006,POLA,Polar Power Inc,"건설장비 및 대형차, 기차, 배",521020
3007,TGA,TransGlobe Energy Corp,오일 및 가스,501020
3008,LARK,Landmark Bancorp Inc,은행,551010
3009,VLYPP,Valley National Bancorp PRF,은행,551010
3010,CMPI,Checkmate Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3011,SNFCA,Security National Financial Corp Class A,은행,551010
3012,ADES,Advanced Emissions Solutions Inc,전문 및 상업 서비스,522030
3013,MDWD,Mediwound Ltd,제약,562010
3014,AHAC,Alpha Healthcare Acquisition Corp Class A,기타 금융업,556010
3015,GSIT,GSI Technology Inc,반도체 및 반도체 장비,571010
3016,STCN,Steel Connect Inc,소프트웨어 및 IT서비스,572010
3017,ONCS,OncoSec Medical Inc,생명과학 및 메디컬 리서치,562020
3018,CNCE,Concert Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3019,LOGC,LogicBio Therapeutics Inc,제약,562010
3020,ASYS,Amtech Systems Inc,"건설장비 및 대형차, 기차, 배",521020
3021,OPOF,Old Point Financial Corp,은행,551010
3022,KZIA,Kazia Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
3023,IPA,Immunoprecise Antibodies Ltd,제약,562010
3024,LMAO,LMF Acquisition Opportunities Inc Class A,기타 금융업,556010
3025,EVAX,Evaxion Biotech A/S ADR,생명과학 및 메디컬 리서치,562020
3026,DTEA,DAVIDsTEA Inc,식품 및 약품소매,543010
3027,GLTO,Galecto Inc,생명과학 및 메디컬 리서치,562020
3028,BENEU,Benessere Capital Acquisition Corp,기타 금융업,556010
3029,ROCR,Roth CH Acquisition III Co,기타 금융업,556010
3030,OTIC,Otonomy Inc,생명과학 및 메디컬 리서치,562020
3031,VMAC,Vistas Media Acquisition Company Inc Class A,기타 금융업,556010
3032,AUBN,Auburn National Bancorporation Inc,은행,551010
3033,HDSN,Hudson Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
3034,CYCN,Cyclerion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3035,LMNL,Liminal BioSciences Inc,생명과학 및 메디컬 리서치,562020
3036,LRMR,Larimar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3037,COCP,Cocrystal Pharma Inc,제약,562010
3038,BLRX,BioLine RX Ltd ADR,생명과학 및 메디컬 리서치,562020
3039,MRAM,Everspin Technologies Inc,반도체 및 반도체 장비,571010
3040,WTER,Alkaline Water Company Inc,음료,541010
3041,CIH,China Index Holdings Ltd ADR,전문 및 상업 서비스,522030
3042,LMST,Limestone Bancorp Inc,은행,551010
3043,USAK,USA Truck Inc,화물 및 물류 서비스,524050
3044,MTBC,CareCloud Inc,헬스케어 장비 및 용품,561010
3045,EVOJU,Evo Acquisition Corp,기타 금융업,556010
3046,GNCA,Genocea Biosciences Inc,생명과학 및 메디컬 리서치,562020
3047,PSTI,Pluristem Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3048,VERY,Vericity Inc,보험,553010
3049,YMTX,Yumanity Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3050,AGRX,Agile Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3051,PCTI,PCTEL Inc,커뮤니케이션 및 네트워킹,571020
3052,AHACU,Alpha Healthcare Acquisition Corp,기타 금융업,556010
3053,QRHC,Quest Resource Holding Corp,전문 및 상업 서비스,522030
3054,AMHC,Amplitude Healthcare Acquisition Corp Class A,기타 금융업,556010
3055,MBTC,Nocturne Acquisition Corp,기타 금융업,556010
3056,FMBIO,First Midwest Bancorp Inc ADR,은행,551010
3057,RMBL,RumbleOn Inc Class B,소프트웨어 및 IT서비스,572010
3058,VISL,Vislink Technologies Inc,커뮤니케이션 및 네트워킹,571020
3059,TMPM,Turmeric Acquisition Corp Class A,기타 금융업,556010
3060,FUNC,First United Corp,은행,551010
3061,LJPC,La Jolla Pharmaceutical Co,생명과학 및 메디컬 리서치,562020
3062,PROV,Provident Financial Holdings Inc,은행,551010
3063,INPX,Inpixon,소프트웨어 및 IT서비스,572010
3064,VBLT,Vascular Biogenics Ltd,생명과학 및 메디컬 리서치,562020
3065,ESGRO,Enstar Group Ltd ADR,보험,553010
3066,RMRM,RMR Mortgage Trust,다양한 금융서비스,555010
3067,SFBC,Sound Financial Bancorp Inc,은행,551010
3068,BCYPU,Big Cypress Acquisition Corp,기타 금융업,556010
3069,ROCCU,Roth CH Acquisition II Co,기타 금융업,556010
3070,GLAQU,Globis Acquisition Corp,기타 금융업,556010
3071,APVO,Aptevo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3072,SGA,Saga Communications Inc Class A,미디어 및 출판,533020
3073,CAPR,Capricor Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3074,SND,Smart Sand Inc,건축 자재,512020
3075,ETTX,Entasis Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
3076,BRID,Bridgford Foods Corp,식품 및 담배,541020
3077,LJAQU,Lightjump Acquisition Corp,기타 금융업,556010
3078,RBKB,Rhinebeck Bancorp Inc,은행,551010
3079,GLYC,GlycoMimetics Inc,생명과학 및 메디컬 리서치,562020
3080,LPCN,Lipocine Inc,생명과학 및 메디컬 리서치,562020
3081,ACKIT,Ackrell SPAC Partners I Co,기타 금융업,556010
3082,RIVE,Riverview Financial Corp,은행,551010
3083,CBFV,CB Financial Services Inc,은행,551010
3084,ORGS,Orgenesis Inc,생명과학 및 메디컬 리서치,562020
3085,AYTU,Aytu Biopharma Inc,제약,562010
3086,ZKIN,ZK International Group Co Ltd,주택건설,532030
3087,ADOC,Edoc Acquisition Corp Class A,기타 금융업,556010
3088,MKD,Molecular Data Inc ADR,전문 및 상업 서비스,522030
3089,MOTNU,Motion Acquisition Corp,기타 금융업,556010
3090,CAHCU,CA Healthcare Acquisition Corp,기타 금융업,556010
3091,BSGM,Biosig Technologies Inc,헬스케어 장비 및 용품,561010
3092,ANIX,Anixa Biosciences Inc,생명과학 및 메디컬 리서치,562020
3093,VVPR,VivoPower International PLC,전기 유틸리티,591010
3094,RNDB,Randolph Bancorp Inc,은행,551010
3095,RILYM,B Riley Financial Inc PRF,투자은행 및 서비스,551020
3096,ATSPT,Archimedes Tech SPAC Partners Co,기타 금융업,556010
3097,APM,Aptorum Group Ltd Class A,제약,562010
3098,DKDCU,Data Knights Acquisition Corp,기타 금융업,556010
3099,AVCT,American Virtual Cloud Technologies Inc,소프트웨어 및 IT서비스,572010
3100,EDTXU,EdtechX Holdings Acquisition Corp II Unit,기타 금융업,556010
3101,MTBCP,CareCloud Inc PRF,헬스케어 장비 및 용품,561010
3102,CCRC,China Customer Relations Centers Inc,전문 및 상업 서비스,522030
3103,TARA,Protara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3104,TACT,TransAct Technologies Inc,"컴퓨터, 전화 및 가전제품",571060
3105,SRAX,SRAX Inc Class A,미디어 및 출판,533020
3106,VMACU,Vistas Media Acquisition Company Inc,기타 금융업,556010
3107,MMLP,Martin Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
3108,GXII,GX Acquisition Corp II Class A,기타 금융업,556010
3109,MCHX,Marchex Inc Class B,미디어 및 출판,533020
3110,MACAU,Moringa Acquisition Corp,기타 금융업,556010
3111,NYMX,Nymox Pharmaceutical Corp,생명과학 및 메디컬 리서치,562020
3112,CHEK,Check Cap Ltd,생명과학 및 메디컬 리서치,562020
3113,CLDB,Cortland Bancorp,은행,551010
3114,WSTG,Wayside Technology Group Inc,"컴퓨터, 전화 및 가전제품",571060
3115,CSBR,Champions Oncology Inc,생명과학 및 메디컬 리서치,562020
3116,EVFM,Evofem Biosciences Inc,제약,562010
3117,ELDN,Eledon Pharmaceuticals Inc,제약,562010
3118,UCBIO,United Community Banks Inc ADR,은행,551010
3119,VVOS,Vivos Therapeutics Inc,헬스케어 장비 및 용품,561010
3120,MSAC,Medicus Sciences Acquisition Corp Class A,기타 금융업,556010
3121,LYRA,Lyra Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3122,FONR,Fonar Corp,헬스케어 장비 및 용품,561010
3123,TCON,TRACON Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3124,NERV,Minerva Neurosciences Inc,생명과학 및 메디컬 리서치,562020
3125,XAIR,Beyond Air Inc,헬스케어 장비 및 용품,561010
3126,CWBC,Community West Bancshares,은행,551010
3127,OVBC,Ohio Valley Banc Corp,은행,551010
3128,BKSC,Bank of South Carolina,은행,551010
3129,SREV,ServiceSource International Inc,소프트웨어 및 IT서비스,572010
3130,BBIG,Vinco Ventures Inc,레저 상품,532050
3131,EDUC,Educational Development Corp,미디어 및 출판,533020
3132,HTLFP,Heartland Financial USA Inc ADR,은행,551010
3133,ASPS,Altisource Portfolio Solutions SA,부동산 운영 관리,601010
3134,PFX,Phenixfin Corporation,다양한 금융서비스,555010
3135,TCBIL,Texas Capital Bancshares Inc PRF,은행,551010
3136,BIOL,BIOLASE Inc,헬스케어 장비 및 용품,561010
3137,EPSN,Epsilon Energy Ltd,오일 및 가스,501020
3138,ONTX,Onconova Therapeutics Inc,제약,562010
3139,VYNT,Vyant Bio Inc,생명과학 및 메디컬 리서치,562020
3140,OTRAU,OTR Acquisition Corp,기타 금융업,556010
3141,AGFS,AgroFresh Solutions Inc,화학,511010
3142,BYFC,Broadway Financial Corp,은행,551010
3143,RZLT,Rezolute Inc,생명과학 및 메디컬 리서치,562020
3144,IRIX,IRIDEX Corp,헬스케어 장비 및 용품,561010
3145,IEC,IEC Electronics Corp,전자 장비 및 부품,571040
3146,CPSH,CPS Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
3147,RNWK,RealNetworks Inc,소프트웨어 및 IT서비스,572010
3148,GEOS,Geospace Technologies Corp,오일 및 가스 장비 및 서비스,501030
3149,AZYO,Aziyo Biologics Inc Class A,헬스케어 장비 및 용품,561010
3150,ALRN,Aileron Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3151,PBIP,Prudential Bancorp Inc,은행,551010
3152,GANX,Gain Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3153,KERN,Akerna Corp,소프트웨어 및 IT서비스,572010
3154,HOVNP,Hovnanian Enterprises Inc ADR,주택건설,532030
3155,AEZS,Aeterna Zentaris Inc,생명과학 및 메디컬 리서치,562020
3156,CLSN,Celsion Corp,생명과학 및 메디컬 리서치,562020
3157,FVAM,5:01 Acquisition Corp Class A,기타 금융업,556010
3158,SNCR,Synchronoss Technologies Inc,소프트웨어 및 IT서비스,572010
3159,MBTCU,Nocturne Acquisition Corp,기타 금융업,556010
3160,PCYG,Park City Group Inc,소프트웨어 및 IT서비스,572010
3161,GRAY,Graybug Vision Inc,생명과학 및 메디컬 리서치,562020
3162,GFED,Guaranty Federal Bancshares Inc,은행,551010
3163,UBOH,United Bancshares Inc,은행,551010
3164,PDEX,Pro-Dex Inc,헬스케어 장비 및 용품,561010
3165,ISUN,iSun Inc,건설 및 엔지니어링,522010
3166,RELL,Richardson Electronics Ltd,전자 장비 및 부품,571040
3167,UGRO,Urban-Gro Inc,식품 및 담배,541020
3168,GASS,StealthGas Inc,화물 및 물류 서비스,524050
3169,NYMTO,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
3170,CPSS,Consumer Portfolio Services Inc,은행,551010
3171,ENTX,Entera Bio Ltd,생명과학 및 메디컬 리서치,562020
3172,AMHCU,Amplitude Healthcare Acquisition Corp Unit,기타 금융업,556010
3173,MTCR,Metacrine  Inc.,생명과학 및 메디컬 리서치,562020
3174,AVGR,Avinger Inc,헬스케어 장비 및 용품,561010
3175,OBCI,Ocean Bio-Chem Inc,"개인, 가정 용품 및 서비스",542010
3176,MBRX,Moleculin Biotech Inc,제약,562010
3177,BPOPM,Popular Capital Trust II PRF,다양한 금융서비스,555010
3178,SMID,Smith-Midland Corp,건축 자재,512020
3179,ZSAN,Zosano Pharma Corp,생명과학 및 메디컬 리서치,562020
3180,CRVS,Corvus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3181,MAGS,Magal Security Systems Ltd,전문 및 상업 서비스,522030
3182,SCPS,Scopus Biopharma Inc,생명과학 및 메디컬 리서치,562020
3183,METX,Meten Edtechx Education Group Ltd,교육서비스,631010
3184,HBANN,Huntington Bancshares Inc ADR,은행,551010
3185,LPTX,Leap Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3186,VLYPO,Valley National Bancorp PRF,은행,551010
3187,LFVN,LifeVantage Corp,제약,562010
3188,ROCRU,Roth CH Acquisition III Co,기타 금융업,556010
3189,OSS,One Stop Systems Inc,"컴퓨터, 전화 및 가전제품",571060
3190,TMPMU,Turmeric Acquisition Corp,기타 금융업,556010
3191,MKTY,Mechanical Technology Inc,"건설장비 및 대형차, 기차, 배",521020
3192,AMRB,American River Bankshares,은행,551010
3193,LSAQ,Lifesci Acquisition II Corp,기타 금융업,556010
3194,ALOT,AstroNova Inc,"컴퓨터, 전화 및 가전제품",571060
3195,APRE,Aprea Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3196,CFBK,CF Bankshares Inc,은행,551010
3197,CODA,Coda Octopus Group Inc,전자 장비 및 부품,571040
3198,CXDO,Crexendo Inc,소프트웨어 및 IT서비스,572010
3199,AMAOU,American Acquisition Opportunity Inc,기타 금융업,556010
3200,ISSC,Innovative Solutions and Support Inc,우주항공 및 국방,521010
3201,MCAC,Mountain Crest Acquisition Corp,기타 금융업,556010
3202,ARAV,Aravive Inc,생명과학 및 메디컬 리서치,562020
3203,CIZN,Citizens Holding Co,은행,551010
3204,ACST,Acasti Pharma Inc Class A,생명과학 및 메디컬 리서치,562020
3205,GGMC,Glenfarne Merger Corp Class A,기타 금융업,556010
3206,LTRPB,Liberty Tripadvisor Holdings Inc Series B,소프트웨어 및 IT서비스,572010
3207,OTECU,Oceantech Acquisitions I Corp,기타 금융업,556010
3208,ERYP,Erytech Pharma SA ADR,생명과학 및 메디컬 리서치,562020
3209,FKWL,Franklin Wireless Corp,커뮤니케이션 및 네트워킹,571020
3210,REED,Reed's Inc,음료,541010
3211,RCON,Recon Technology Ltd Class A,오일 및 가스 장비 및 서비스,501030
3212,EBACU,European Biotech Acquisition Corp,기타 금융업,556010
3213,OCG,Oriental Culture Holding Ltd,미디어 및 출판,533020
3214,CSCW,Color Star Technology Co Ltd,교육서비스,631010
3215,HMNF,HMN Financial Inc,은행,551010
3216,FLAC,Frazier Lifesciences Acquisition Corp Class A,기타 금융업,556010
3217,PCSA,Processa Pharmaceuticals Inc,제약,562010
3218,KRKR,36kr Holdings Inc ADR,전문 및 상업 서비스,522030
3219,ALF,Alfi Inc,소프트웨어 및 IT서비스,572010
3220,BAOS,Baosheng Media Group Holdings Ltd,미디어 및 출판,533020
3221,CDTX,Cidara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3222,ELYS,Elys Game Technology Corp,호텔 및 엔터테인먼트,533010
3223,ITAC,Industrial Tech Acquisitions Inc Class A,기타 금융업,556010
3224,CCNC,Code Chain New Continent Ltd,석유,501010
3225,GLG,TD Holdings Inc,운송업,524060
3226,SPRT,Support.com Inc,소프트웨어 및 IT서비스,572010
3227,AUVI,Applied UV Inc,"건설장비 및 대형차, 기차, 배",521020
3228,ZVO,Zovio Inc,교육서비스,631010
3229,FXNC,First National Corp,은행,551010
3230,AACG,ATA Creativity Global ADR,비즈니스교육,631030
3231,SPKEP,Spark Energy Inc PRF,전기 유틸리티,591010
3232,TLSA,Tiziana Life Sciences PLC ADR,생명과학 및 메디컬 리서치,562020
3233,OBLG,Oblong Inc,전자 장비 및 부품,571040
3234,LMB,Limbach Holdings Inc,건설 및 엔지니어링,522010
3235,INTG,InterGroup Corp,호텔 및 엔터테인먼트,533010
3236,LMAOU,LMF Acquisition Opportunities Inc,기타 금융업,556010
3237,PHUN,Phunware Inc,소프트웨어 및 IT서비스,572010
3238,GTEC,Greenland Technologies Holding Corp,자동차 및 자동차 부품,531010
3239,CLBS,Caladrius Biosciences Inc,생명과학 및 메디컬 리서치,562020
3240,BHSE,Bull Horn Holdings Corp.,기타 금융업,556010
3241,ENG,ENGlobal Corp,건설 및 엔지니어링,522010
3242,SYNL,Synalloy Corp,메탈&마이닝,512010
3243,NEPH,Nephros Inc,전문 및 상업 서비스,522030
3244,PNRG,Primeenergy Resources Corp,오일 및 가스,501020
3245,RCAT,Red Cat Holdings Inc,우주항공 및 국방,521010
3246,DYAI,Dyadic International Inc,생명과학 및 메디컬 리서치,562020
3247,USAP,Universal Stainless & Alloy Products Inc,메탈&마이닝,512010
3248,PAIC,Petra Acquisition Inc,기타 금융업,556010
3249,GROW,US Global Investors Inc Class A,투자은행 및 서비스,551020
3250,ZGYH,Yunhong International Class A,기타 금융업,556010
3251,DGLY,Digital Ally Inc,커뮤니케이션 및 네트워킹,571020
3252,UONE,Urban One Inc Class A,미디어 및 출판,533020
3253,CCLP,CSI Compressco LP Unit,오일 및 가스 장비 및 서비스,501030
3254,LUMO,Lumos Pharma Inc,생명과학 및 메디컬 리서치,562020
3255,LNSR,LENSAR Inc,헬스케어 장비 및 용품,561010
3256,HGBL,Heritage Global Inc,커뮤니케이션 및 네트워킹,571020
3257,IFBD,Infobird Co Ltd,소프트웨어 및 IT서비스,572010
3258,PPBT,Purple Biotech Ltd ADR,제약,562010
3259,UBCP,United Bancorp Inc,은행,551010
3260,BHSEU,Bull Horn Holdings Corp.,기타 금융업,556010
3261,AFBI,Affinity Bancshares Inc,은행,551010
3262,LSBK,Lake Shore Bancorp Inc,은행,551010
3263,MITC,Meatech 3D Ltd ADR,식품 및 담배,541020
3264,PTE,PolarityTE Inc,생명과학 및 메디컬 리서치,562020
3265,REPH,Recro Pharma Inc,제약,562010
3266,WFCF,Where Food Comes From Inc,소프트웨어 및 IT서비스,572010
3267,AVCO,Avalon Globocare Corp,생명과학 및 메디컬 리서치,562020
3268,ARPO,Aerpio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3269,NAII,Natural Alternatives International Inc,제약,562010
3270,KINS,Kingstone Companies Inc,보험,553010
3271,KLXE,KLX Energy Services Holdings Inc,오일 및 가스 장비 및 서비스,501030
3272,LIVE,Live Ventures Inc,기타 금융업,556010
3273,NDRA,ENDRA Life Sciences Inc,생명과학 및 메디컬 리서치,562020
3274,OXLCP,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
3275,CNEY,CN Energy Group Inc,화학,511010
3276,MACK,Merrimack Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3277,MITO,Stealth BioTherapeutics Corp ADR,생명과학 및 메디컬 리서치,562020
3278,TRKA,Troika Media Group Inc,미디어 및 출판,533020
3279,FAMI,Farmmi Inc,식품 및 담배,541020
3280,AIKI,Aikido Pharma Inc,생명과학 및 메디컬 리서치,562020
3281,LIVKU,LIV Capital Acquisition Corp Unit,기타 금융업,556010
3282,GOODM,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
3283,LACQ,Leisure Acquisition Corp,기타 금융업,556010
3284,SLNO,Soleno Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3285,FBIOP,Fortress Biotech Inc PRF,제약,562010
3286,TSCBP,TriState Capital Holdings Inc ADR,은행,551010
3287,PRPO,Precipio Inc,헬스케어 장비 및 용품,561010
3288,OMEX,Odyssey Marine Exploration Inc,전문 및 상업 서비스,522030
3289,PRPH,Prophase Labs Inc,식품 및 담배,541020
3290,GRNQ,GreenPro Capital Corp,투자은행 및 서비스,551020
3291,OCCI,OFS Credit Company Inc,다양한 금융서비스,555010
3292,ITACU,Industrial Tech Acquisitions Inc,기타 금융업,556010
3293,OPGN,OpGen Inc,생명과학 및 메디컬 리서치,562020
3294,SENEB,Seneca Foods Corp Class B,식품 및 담배,541020
3295,FEIM,Frequency Electronics Inc,"건설장비 및 대형차, 기차, 배",521020
3296,CWBR,CohBar Inc,생명과학 및 메디컬 리서치,562020
3297,MCACU,Mountain Crest Acquisition Corp Unit,기타 금융업,556010
3298,RVPH,Reviva Pharmaceuticals Holdings  Inc.,생명과학 및 메디컬 리서치,562020
3299,NMTC,Neuroone Medical Technologies Corp,헬스케어 장비 및 용품,561010
3300,AESE,Allied Esports Entertainment Inc,소프트웨어 및 IT서비스,572010
3301,TURN,180 Degree Capital Corp,투자은행 및 서비스,551020
3302,TIRX,Tian Ruixiang Holdings Ltd Class A,보험,553010
3303,RAIL,FreightCar America Inc,"건설장비 및 대형차, 기차, 배",521020
3304,AAME,Atlantic American Corp,보험,553010
3305,PESI,Perma-Fix Environmental Services Inc,전문 및 상업 서비스,522030
3306,DGICB,Donegal Group Inc Class B,보험,553010
3307,BWEN,Broadwind Inc,재생에너지,502010
3308,BCDA,BioCardia Inc,생명과학 및 메디컬 리서치,562020
3309,RMTI,Rockwell Medical Inc,생명과학 및 메디컬 리서치,562020
3310,CTHR,Charles & Colvard Ltd,섬유 및 의류,532020
3311,LWAY,Lifeway Foods Inc,식품 및 담배,541020
3312,CBLI,Cleveland Biolabs Inc,생명과학 및 메디컬 리서치,562020
3313,FFBW,Ffbw Inc,은행,551010
3314,RWLK,Rewalk Robotics Ltd,헬스케어 장비 및 용품,561010
3315,BOTJ,Bank of the James,은행,551010
3316,VMAR,Vision Marine Technologies Inc,레저 상품,532050
3317,EMCF,Emclaire Financial Corp,은행,551010
3318,USAU,US Gold Corp,메탈&마이닝,512010
3319,AWRE,Aware Inc,소프트웨어 및 IT서비스,572010
3320,LIVK,LIV Capital Acquisition Corp Class A,기타 금융업,556010
3321,MDJH,MDJM Ltd,부동산 운영 관리,601010
3322,KELYB,Kelly Services Inc Class B,전문 및 상업 서비스,522030
3323,MGYR,Magyar Bancorp Inc,은행,551010
3324,GECC,Great Elm Capital Corp,다양한 금융서비스,555010
3325,VJET,Voxeljet AG ADR,사무기기,571050
3326,BBGI,Beasley Broadcast Group Inc Class A,미디어 및 출판,533020
3327,SSBI,Summit State Bank,은행,551010
3328,PME,Pingtan Marine Enterprise Ltd,식품 및 담배,541020
3329,HALL,Hallmark Financial Services Inc,보험,553010
3330,ZGYHU,Yunhong International,기타 금융업,556010
3331,CPHC,Canterbury Park Holding Corp,호텔 및 엔터테인먼트,533010
3332,LEDS,SemiLEDs Corp,반도체 및 반도체 장비,571010
3333,USWS,US Well Services Inc Class A,오일 및 가스 장비 및 서비스,501030
3334,ICMB,Investcorp Credit Management BDC Inc,다양한 금융서비스,555010
3335,CLPS,CLPS Inc,소프트웨어 및 IT서비스,572010
3336,NHTC,Natural Health Trends Corp,전문품 상점,534030
3337,BRQS,Borqs Technologies Inc,소프트웨어 및 IT서비스,572010
3338,FLACU,Frazier Lifesciences Acquisition Corp,기타 금융업,556010
3339,CRWS,Crown Crafts Inc,레저 상품,532050
3340,PAICU,Petra Acquisition Inc,기타 금융업,556010
3341,ECOR,electroCore  Inc.,헬스케어 장비 및 용품,561010
3342,LGHL,Lion Group Holding Ltd ADR,투자은행 및 서비스,551020
3343,CYAD,Celyad Oncology SA ADR,생명과학 및 메디컬 리서치,562020
3344,VERB,Verb Technology Company Inc,소프트웨어 및 IT서비스,572010
3345,GAINL,Gladstone Investment Corp PRF,다양한 금융서비스,555010
3346,STRM,Streamline Health Solutions Inc,헬스케어 업체 및 서비스,561020
3347,XELA,Exela Technologies Inc,소프트웨어 및 IT서비스,572010
3348,NYMTP,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
3349,MCAD,Mountain Crest Acquisition Corp II,기타 금융업,556010
3350,DSWL,Deswell Industries Inc,"건설장비 및 대형차, 기차, 배",521020
3351,ICCC,ImmuCell Corp,생명과학 및 메디컬 리서치,562020
3352,GURE,Gulf Resources Inc,화학,511010
3353,VCNX,Vaccinex Inc,생명과학 및 메디컬 리서치,562020
3354,ARDS,Aridis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3355,ONVO,Organovo Holdings Inc,생명과학 및 메디컬 리서치,562020
3356,VTSI,VirTra Inc,우주항공 및 국방,521010
3357,ADXN,Addex Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
3358,HNRG,Hallador Energy Co,석유,501010
3359,GLMD,Galmed Pharmaceuticals Ltd,생명과학 및 메디컬 리서치,562020
3360,IROQ,IF Bancorp Inc,은행,551010
3361,EDSA,Edesa Biotech Inc,생명과학 및 메디컬 리서치,562020
3362,RFIL,RF Industries Ltd,"건설장비 및 대형차, 기차, 배",521020
3363,FTEK,Fuel Tech Inc,전문 및 상업 서비스,522030
3364,BCAC,Brookline Capital Acquisition Corp.,기타 금융업,556010
3365,AEMD,Aethlon Medical Inc,헬스케어 장비 및 용품,561010
3366,CGRN,Capstone Green Energy Corp,"건설장비 및 대형차, 기차, 배",521020
3367,QUIK,QuickLogic Corp,반도체 및 반도체 장비,571010
3368,KBNT,Kubient Inc,미디어 및 출판,533020
3369,ALNA,Allena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3370,MNPR,Monopar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3371,BLUW,Blue Water Acquisition Corp Class A,기타 금융업,556010
3372,IKT,Inhibikase Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3373,NRBO,Neurobo Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3374,DFFN,Diffusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3375,JRSH,Jerash Holdings (US) Inc,섬유 및 의류,532020
3376,IPWR,Ideal Power Inc,재생에너지,502010
3377,KTCC,Key Tronic Corp,"컴퓨터, 전화 및 가전제품",571060
3378,VBFC,Village Bank and Trust Financial Corp,은행,551010
3379,FUSB,First US Bancshares Inc,은행,551010
3380,SRTS,Sensus Healthcare Inc,헬스케어 장비 및 용품,561010
3381,BCOW,1895 Bancorp of Wisconsin Inc,은행,551010
3382,FOXW,FoxWayne Enterprises Acquisition Corp Class A,기타 금융업,556010
3383,IGNY,Ignyte Acquisition Corp,기타 금융업,556010
3384,PBHC,Pathfinder Bancorp Inc (MARYLAND),은행,551010
3385,ASRT,Assertio Holdings Inc,제약,562010
3386,NEON,Neonode Inc,전자 장비 및 부품,571040
3387,AKTX,Akari Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
3388,VS,Versus Systems Inc,소프트웨어 및 IT서비스,572010
3389,ARKR,Ark Restaurants Corp,호텔 및 엔터테인먼트,533010
3390,UG,United-Guardian Inc,제약,562010
